name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Silivrikapı Mevlana Kültür Merkezi (EMAV),rituals,,,,,,several,,,,FOUNDATION,,,"Evrensel Mevlana Aşıkları Vakfı runs a fixed weekly programme at its own centre and publishes it in English on its own site, which carried a 2026 copyright when I read it on 16 August 2026. The thing that makes this useful to a non-Turkish speaker is specific and unusual: the discourse that opens each evening is a recorded video with English subtitles, so you can follow the evening rather than merely watch it. The centre is associated with Hasan Dede, who spent his life teaching there. There is an ikram — refreshments offered to everyone in the room — partway through, which is the marker that ","A foundation's own sema twice a week, with the discourse subtitled in English and no ticket desk — but you have to phone to find out where it is.",,,,reported,https://www.google.com/maps/search/?api=1&query=Silivrikap%C4%B1%20Mevlana%20K%C3%BClt%C3%BCr%20Merkezi%20Istanbul,confirmed,2026-08-15,none
Galata Mevlevihanesi,rituals,,,,,,several,,,,REAL ROOM,,,"Founded in 1491 and known in Ottoman times as the Kulekapısı lodge, this is the best-known Mevlevi house in the city and the only place a visitor can stand inside a real semahane on an ordinary weekday. It closed with every other tekke in 1925, reopened as a museum in 1975 and was reorganised as the Mevlevi lodge museum in 2011. The hall is the reason to come: a wooden floor, mihrab and minber at the far end, the gallery where the musicians sat, and the side lodges now hung with marbling, calligraphy and hilye sheets. The courtyard tombs include that of the poet Şeyh Galib, who was sheikh here",A 1491 lodge with a genuine semahane. Visit it as a museum; treat the ceremony as a maybe.,,,,reported,https://www.google.com/maps/search/?api=1&query=Galata%20Mevlevihanesi%20Istanbul,confirmed,2026-08-15,none
Çay bahçesi — the price of a chair,rituals,,,,,,several,,,,TEA GARDEN,,,"A çay bahçesi is not a café. It is a public room with weather: chairs under a tree, a waiter with a tray, and no expectation that you will ever leave. Tea arrives in a tulip glass — ince belli, thin-waisted — on a saucer with two sugar cubes and a small spoon, poured from a stacked double pot: the demlik on top holds the concentrated brew, the kettle underneath holds the hot water, and the server mixes to your instruction. Açık is pale, koyu is dark, tavşan kanı — 'rabbit's blood' — is the deep red the second glass should be. Grandparents hold tables for four hours over a backgammon board. Stu","One glass of tea buys the table for as long as you want it. That is the entire contract, and nobody will break it.",,,,reported,,confirmed,2026-08-15,none
Nargile — the Tophane strip,rituals,,,,,,several,,,,TWO HOURS,,,"Nargile reached Ottoman Istanbul in the seventeenth century and was banned by Murad IV alongside coffee and tobacco on exactly the reasoning he applied to the coffeehouses: men who sit together talk. What is smoked now is mostly mu'assel — tobacco cut with molasses and fruit, sold by flavour. The older thing, tömbeki, is plain soaked leaf fired with raw coal, harsher and slower, still ordered by old men and still available if you ask for it by name. The ritual is entirely about pace: the pipe is packed, the coals are lit and carried over, and a boy works the floor with tongs and a fire tray, c",If the pipe arrives in under ten minutes it was not built for you. The whole point is the two hours.,Not re-confirmed as trading when we checked on 2026-08-16 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Tophane%20Nargile%20Istanbul,unverified,2026-08-15,none
Tavla — and whether you can get a game,rituals,,,,,,several,,,,BACKGAMMON,,,"Tavla here is played fast and loud. The dice are called in Persian — yek, dü, se, cihar, penç, şeş — doubles have their own names, hep yek and dü bara, and the checkers are slammed down rather than placed. A game is over in the time it takes tea to go cold. Every tea garden and every kıraathane keeps boards and lends them for nothing: you say 'tavla var mı?' to the waiter and one arrives with the tea. What does not happen, and travel writing keeps implying that it does, is a stranger sitting down opposite you. A kıraathane is a neighbourhood men's room in which the same four men have been play",The boards are free and everywhere. The honest answer is that you play with whoever you came with.,,,,reported,,confirmed,2026-08-15,none
Katina Fal Cafe,rituals,,,,,,several,,,,COFFEE FAL,,,"Kahve falı reads what is left after a Turkish coffee. Because the grounds are unfiltered and heavy there is always a residue, and the ritual is to invert the cup onto its saucer — some put a coin or a ring on the base — let it cool, then read the runs of grounds: down the inside walls for what has been, around the rim for what is close, on the saucer for the house. Between friends this happens everywhere in Turkey and costs nothing. Commercially it happens in a specific institution, the fal cafe, and Kadıköy is the city's fal quarter, with several within a few streets of Serasker Caddesi. Kati","You drink the coffee, turn the cup upside down on the saucer, wait for it to cool, and hand your afternoon to a stranger.",Not re-confirmed as trading when we checked on 2026-08-16 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Katina%20Fal%20Cafe%20Istanbul,unverified,2026-08-15,none
"Türk kahvesi — Fazıl Bey, and the cup turned over",rituals,,,,,,several,,,,THE CUP,,,"Turkish coffee is judged on the köpük, the fine head of foam, and the foam is a function of heat control: the cezve is brought up slowly and lifted off as it rises, two or three times, and never allowed to boil over. Get that wrong and you are drinking boiled coffee. Fazıl Bey's is the everyday Kadıköy counter that does it properly at an everyday price — a market-side room rather than a set piece, open eight in the morning until midnight, seven days, which makes it one of the few places in this section a chef finishing a shift can actually reach. Sand-brewing — kumda kahve, the cezve set into ","One small cup, twenty minutes, and a foam you can judge the whole thing on.",,,,reported,https://www.google.com/maps/search/?api=1&query=Faz%C4%B1l%20Bey%27in%20T%C3%BCrk%20Kahvesi%20Istanbul,confirmed,2026-08-15,none
Serpme kahvaltı — the Sunday,rituals,,,,,,several,,,,SUNDAY,,,"This guide already explains what serpme kahvaltı is and where the word came from. What it does not tell you is that it functions as a scheduled event rather than a meal you drop into. The Istanbul version runs on Sunday from roughly ten in the morning to two in the afternoon; tables are held, not turned; and a serious kahvaltı house will not seat two people at a table for four at half past eleven without a booking. The structure matters practically: you make one decision, per person, and then the plates arrive together and keep arriving. There is no second round of ordering, no courses and no ","Twenty plates, three hours, and nothing else planned for the day. It is an appointment, not a breakfast.",,,,reported,,confirmed,2026-08-15,none
Rakı-balık — choosing the fish off the ice,rituals,,,,,,several,,,,ASK THE KILO,,,"The rakı table's spine is cold mezes, then hot mezes, then one fish — and the fish is chosen rather than ordered. In a balıkçı or a meyhane with a counter you walk to the ice at the entrance, point at what you want, and it is weighed in front of you before it goes on the grill. That single step is where visitors lose money in this city more reliably than anywhere else, because the fish is priced by the kilo, the per-kilo price is frequently not posted, and a lüfer that looked like one person's dinner arrives at nine hundred grams. Ask 'kilosu kaç?' before you point, and ask to see the scale. A","The fish is not on the menu. It is on ice by the door, priced by the kilo you have not yet asked about.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1k%C3%B6y%20Bal%C4%B1k%20Pazar%C4%B1%20Istanbul,confirmed,2026-08-15,none
Yemek ve Kültür,follow,,,,,,several,,,,print quarterly · TR,,,"First issue January 2005; issue 84 is on the table now, four a year, print only, with no overseas subscription offered. Zeynep Dağdeviren is the responsible editor and Musa Dağdeviren sits on the board, filing seven forgotten folk recipes every issue. The advisory board carries Evangelia Balta, the historian of Turkish-speaking Ottoman Orthodox Christians — which tells you how seriously it takes the question of who actually cooked this food.",The scholarly food journal that grew out of a Kadıköy kebab shop.,,,,reported,https://www.google.com/maps/search/?api=1&query=Yemek+ve+K%C3%BClt%C3%BCr+Istanbul,confirmed,2026-08-15,none
Vedat Milor,follow,,,,,,several,,,,critic · TR,,,"Born 1955, schooled at Galatasaray Lisesi, economics at Boğaziçi, a masters at the LSE and a doctorate in sociology at Berkeley whose thesis the American Sociological Association named the best of 1990. He turned that apparatus on restaurants, first in Milliyet and then in a long-running NTV programme, and edits the English-language Gastromondiale. In Istanbul his verdict moves a booking sheet the way a star does.",A Berkeley sociologist who became the country's most argued-with palate.,,,,reported,https://www.google.com/maps/search/?api=1&query=Vedat+Milor+Istanbul,confirmed,2026-08-15,none
Aylin Öney Tan,follow,,,,,,several,,,,weekly column · EN,,,"Her column runs in Hürriyet Daily News, Türkiye's oldest English-language daily, and it is current rather than archival — she was filing through July 2026. Recent pieces have covered gastronomic diplomacy at state dinners, the Culture Route Festival mapping fifty taste stops across Bursa, and the seasonal logic Istanbul kitchens actually work to. The best route into Anatolian regional food without a translator.",The one Turkish food writer still filing weekly in English.,,,,reported,https://www.google.com/maps/search/?api=1&query=Aylin+%C3%96ney+Tan+Istanbul,confirmed,2026-08-15,none
Oggusto and Gazete Oksijen,follow,,,,,,several,,,,listings · TR,,,"Between them these two carry the city's rolling new-room lists, and they are usually ahead of the English-language listings. They are different animals. Oggusto is a luxury lifestyle and listings platform, with brand-partnered verticals and a shop sitting alongside the editorial. Gazete Oksijen is a general news weekly — Türkiye, world and economy desks, syndicated New York Times, Financial Times, Economist and Athletic copy — that also keeps a gastronomy section. Neither is a ranked guide. Treat everything as reported, not verified, and assume a share of the rooms will be gone within the year","Where the openings surface first, and why to read them with a raised eyebrow.",,,,reported,https://www.google.com/maps/search/?api=1&query=Oggusto+and+Gazete+Oksijen+Istanbul,confirmed,2026-08-15,none
